日期,TWSE收盤指數,TWSE開盤價,TWSE最高價,TWSE最低價,TWSE漲跌點數,TWSE漲跌幅,TPEX收盤指數,TPEX開盤價,TPEX最高價,TPEX最低價,TPEX漲跌點數,TPEX漲跌幅
2021-10-07,16713.86,16465.57,16731.58,16465.57,320.7,,,,,,,
2021-10-08,16640.43,16742.35,16771.71,16605.49,-73.43,,,,,,,
2021-10-12,16462.84,16589.72,16589.72,16349.49,-177.59,,,,,,,
2021-10-13,16347.99,16480.98,16543.33,16328.47,-114.85,,,,,,,
2021-10-14,16387.28,16392.51,16519.96,16347.88,39.29,,,,,,,
2021-10-15,16781.19,16426.76,16781.19,16426.76,393.91,,,,,,,
2021-10-18,16705.46,16816.94,16862.03,16695.89,-75.73,,,,,,,
2021-10-19,16900.67,16791.12,16916.72,16772.15,195.21,,,,,,,
2021-10-20,16887.82,16936.2,16973.86,16855.81,-12.85,,,,,,,
2021-10-21,16889.51,16904.46,17026.89,16873.99,1.69,,,,,,,
2021-10-22,16888.74,16900.32,16932.89,16800.49,-0.77,,,,,,,
2021-10-25,16894.24,16879.34,16930.98,16784.11,5.5,,,,,,,
2021-10-26,17034.34,16909.32,17067.15,16909.32,140.1,,,,,,,
2021-10-27,17074.55,17037.37,17079.6,16973.16,40.21,,,,,,,
2021-10-28,17041.63,17081.17,17104.86,16994.37,-32.92,,,,,,,
2021-10-29,16987.41,17058.04,17073.97,16920.68,-54.22,,,,,,,
2021-11-01,17068.24,17021.77,17119.43,17021.77,80.83,,,,,,,
2021-11-02,17065.97,17094.42,17237.09,17026.63,-2.27,,,,,,,
2021-11-03,17122.16,17087.89,17153.76,17080.51,56.19,,,,,,,
2021-11-04,17078.86,17158.28,17219.65,17061.46,-43.3,,,,,,,
2021-11-05,17296.9,17097.16,17296.9,17097.16,218.04,,,,,,,
2021-11-08,17415.3,17323.39,17415.3,17279.46,118.4,,,,,,,
2021-11-09,17541.36,17433.1,17581.52,17433.1,126.06,,,,,,,
2021-11-10,17559.65,17549.09,17575.44,17489.87,18.29,,,,,,,
2021-11-11,17452.52,17527.18,17527.18,17403.48,-107.13,,,,,,,
2021-11-12,17518.13,17479.55,17602.05,17479.55,65.61,,,,,,,
2021-11-15,17634.47,17560.52,17683.19,17560.52,116.34,,,,,,,
2021-11-16,17693.13,17639.96,17708.1,17629.8,58.66,,,,,,,
2021-11-17,17764.04,17705.29,17764.04,17669.58,70.91,,,,,,,
2021-11-18,17841.37,17767.06,17841.37,17748.21,77.33,,,,,,,
2021-11-19,17818.31,17864.19,17986.18,17786.05,-23.06,,,,,,,
2021-11-22,17803.54,17828.53,17857.73,17790.64,-14.77,,,,,,,
2021-11-23,17666.12,17797.9,17797.9,17650.07,-137.42,,,,,,,
2021-11-24,17642.52,17680.16,17722.89,17588.78,-23.6,,,,,,,
2021-11-25,17654.19,17686.12,17724.5,17609.51,11.67,,,,,,,
2021-11-26,17369.39,17641.79,17641.79,17330.44,-284.8,,,,,,,
2021-11-29,17328.09,17320.01,17415.63,17167.24,-41.3,,,,,,,
2021-11-30,17427.76,17369.79,17535.23,17369.79,99.67,,,,,,,
2021-12-01,17585.99,17428.61,17626.21,17374.59,158.23,,,,,,,
2021-12-02,17724.88,17575.91,17741.55,17559.44,138.89,,,,,,,
2021-12-03,17697.14,17720.93,17781.14,17670.32,-27.74,,,,,,,
2021-12-06,17688.21,17650.67,17763.42,17585.95,-8.93,,,,,,,
2021-12-07,17796.92,17734.19,17796.92,17642.32,108.71,,,,,,,
2021-12-08,17832.42,17845.06,17988.88,17832.42,35.5,,,,,,,
2021-12-09,17914.12,17880.41,17925.12,17807.12,81.7,,,,,,,
2021-12-10,17826.26,17893.29,17893.29,17767.8,-87.86,,,,,,,
2021-12-13,17767.6,17841.03,17919.35,17767.6,-58.66,,,,,,,
2021-12-14,17599.37,17754.38,17754.38,17566.99,-168.23,,,,,,,
2021-12-15,17660.1,17592.87,17678.78,17556.87,60.73,,,,,,,
2021-12-16,17785.74,17719.06,17814.32,17719.06,125.64,,,,,,,
2021-12-17,17812.59,17744.54,17822.74,17718.27,26.85,,,,,,,
2021-12-20,17669.11,17812.81,17812.81,17646.39,-143.48,,,,,,,
2021-12-21,17789.27,17686.84,17825.89,17652.32,120.16,,,,,,,
2021-12-22,17826.83,17805.74,17870.16,17799.72,37.56,,,,,,,
2021-12-23,17946.66,17855.78,17960.99,17855.78,119.83,,,,,,,
2021-12-24,17961.64,17966.35,18039.85,17953.57,14.98,,,,,,,
2021-12-27,18048.94,17975.41,18099.78,17975.41,87.3,,,,,,,
2021-12-28,18196.81,18099.71,18197.36,18099.71,147.87,,,,,,,
2021-12-29,18248.28,18209.14,18283.25,18192.86,51.47,,,,,,,
2021-12-30,18218.84,18270.0,18291.25,18216.45,-29.44,,,,,,,
2022-01-03,18270.51,18260.23,18379.69,18238.47,51.67,,,,,,,
2022-01-04,18526.35,18395.14,18526.35,18395.14,255.84,,,,,,,
2022-01-05,18499.96,18598.13,18619.61,18446.52,-26.39,,,,,,,
2022-01-06,18367.92,18395.72,18427.15,18253.82,-132.04,,,,,,,
2022-01-07,18169.76,18388.16,18444.12,18134.41,-198.16,,,,,,,
2022-01-10,18239.38,18095.39,18243.26,18043.97,69.62,,,,,,,
2022-01-11,18288.21,18266.54,18293.53,18135.43,48.83,,,,,,,
2022-01-12,18375.4,18348.39,18394.7,18255.38,87.19,,,,,,,
2022-01-13,18436.93,18356.21,18459.73,18346.81,61.53,,,,,,,
2022-01-14,18403.33,18509.0,18509.0,18213.44,-33.6,,,,,,,
2022-01-17,18525.44,18512.15,18535.42,18435.02,122.11,,,,,,,
2022-01-18,18378.64,18492.81,18575.41,18378.64,-146.8,,,,,,,
2022-01-19,18227.46,18275.18,18359.14,18199.35,-151.18,,,,,,,
2022-01-20,18218.28,18212.26,18292.14,18125.2,-9.18,,,,,,,
2022-01-21,17899.3,18113.94,18113.94,17851.39,-318.98,,,,,,,
2022-01-24,17989.04,17843.33,18004.45,17682.33,89.74,,,,,,,
2022-01-25,17701.12,17890.71,17890.71,17645.66,-287.92,,,,,,,
2022-01-26,17674.4,17657.97,17776.42,17633.03,-26.72,,,,,,,
2022-02-07,17900.3,17750.7,17900.3,17712.35,225.9,,,,,,,
2022-02-08,17966.56,17955.95,18063.55,17955.95,66.26,,,,,,,
2022-02-09,18151.76,18060.33,18168.6,18039.23,185.2,,,,,,,
2022-02-10,18338.05,18217.29,18338.05,18145.04,186.29,,,,,,,
2022-02-11,18310.94,18258.81,18310.94,18191.75,-27.11,,,,,,,
2022-02-14,17997.67,18182.73,18182.73,17965.22,-313.27,,,,,,,
2022-02-15,17951.81,17978.44,18085.91,17942.68,-45.86,,,,,,,
2022-02-16,18231.47,18109.17,18233.79,18109.17,279.66,,,,,,,
2022-02-17,18268.57,18213.3,18330.63,18190.24,37.1,,,,,,,
2022-02-18,18232.35,18250.37,18262.96,18098.52,-36.22,,,,,,,
2022-02-21,18221.49,18196.4,18253.1,18129.65,-10.86,,,,,,,
2022-02-22,17969.29,18159.51,18159.51,17840.38,-252.2,,,,,,,
2022-02-23,18055.73,17954.75,18109.28,17954.75,86.44,,,,,,,
2022-02-24,17594.55,17939.53,17939.53,17561.07,-461.18,,,,,,,
2022-02-25,17652.18,17617.36,17737.32,17554.97,57.63,,,,,,,
2022-03-01,17898.25,17657.5,17944.5,17657.5,246.07,,,,,,,
2022-03-02,17867.6,17864.11,17918.98,17784.64,-30.65,,,,,,,
2022-03-03,17934.4,17932.15,18026.03,17906.24,66.8,,,,,,,
2022-03-04,17736.52,17845.01,17845.01,17710.54,-197.88,,,,,,,
2022-03-07,17178.69,17581.57,17581.57,17135.68,-557.83,,,,,,,
2022-03-08,16825.25,17000.0,17113.67,16764.78,-353.44,,,,,,,
2022-03-09,17015.36,16944.08,17072.74,16944.08,190.11,,,,,,,
2022-03-10,17433.2,17224.73,17478.43,17224.73,417.84,,,,,,,
2022-03-11,17264.74,17373.82,17373.9,17239.9,-168.46,,,,,,,
2022-03-14,17263.04,17287.9,17363.04,17217.58,-1.7,,,,,,,
2022-03-15,16926.06,17177.27,17177.27,16911.95,-336.98,,,,,,,
2022-03-16,16940.83,17007.58,17085.77,16808.43,14.77,,,,,,,
2022-03-17,17448.22,17172.81,17472.95,17172.81,507.39,,,,,,,
2022-03-18,17456.52,17439.91,17472.38,17359.5,8.3,,,,,,,
2022-03-21,17560.36,17503.95,17603.99,17503.95,103.84,,,,,,,
2022-03-22,17559.71,17512.41,17573.29,17468.55,-0.65,,,,,,,
2022-03-23,17731.37,17581.62,17738.69,17581.62,171.66,,,,,,,
2022-03-24,17699.06,17711.17,17711.17,17603.22,-32.31,,,,,,,
2022-03-25,17676.95,17695.8,17747.13,17633.86,-22.11,,,,,,,
2022-03-28,17520.01,17510.15,17527.15,17368.66,-156.94,,,,,,,
2022-03-29,17548.66,17568.32,17585.91,17493.01,28.65,,,,,,,
2022-03-30,17740.56,17572.9,17770.07,17572.9,191.9,,,,,,,
2022-03-31,17693.47,17754.1,17767.81,17682.53,-47.09,,,,,,,
2022-04-01,17625.59,17657.76,17657.76,17465.61,-67.88,,,,,,,
