日期,TWSE收盤指數,TWSE開盤價,TWSE最高價,TWSE最低價,TWSE漲跌點數,TWSE漲跌幅,TPEX收盤指數,TPEX開盤價,TPEX最高價,TPEX最低價,TPEX漲跌點數,TPEX漲跌幅
2017-02-24,9750.47,9757.67,9784.39,9740.18,-18.84,,,,,,,
2017-03-01,9674.78,9751.12,9758.78,9674.78,-75.69,,,,,,,
2017-03-02,9691.8,9727.6,9774.6,9646.34,17.02,,,,,,,
2017-03-03,9648.21,9672.26,9679.82,9633.88,-43.59,,,,,,,
2017-03-06,9682.63,9647.0,9688.5,9647.0,34.42,,,,,,,
2017-03-07,9738.07,9690.26,9738.07,9690.2,55.44,,,,,,,
2017-03-08,9753.45,9744.26,9773.49,9712.5,15.38,,,,,,,
2017-03-09,9658.61,9740.05,9743.78,9650.32,-94.84,,,,,,,
2017-03-10,9627.89,9653.79,9656.65,9562.75,-30.72,,,,,,,
2017-03-13,9697.34,9656.56,9697.34,9656.56,69.45,,,,,,,
2017-03-14,9744.21,9720.53,9767.66,9720.53,46.87,,,,,,,
2017-03-15,9740.31,9741.29,9749.01,9714.58,-3.9,,,,,,,
2017-03-16,9837.83,9768.85,9842.17,9768.85,97.52,,,,,,,
2017-03-17,9908.69,9845.59,9908.69,9835.51,70.86,,,,,,,
2017-03-20,9912.97,9905.81,9916.18,9869.35,4.28,,,,,,,
2017-03-21,9972.49,9923.18,9976.61,9918.39,59.52,,,,,,,
2017-03-22,9922.66,9911.96,9922.66,9843.07,-49.83,,,,,,,
2017-03-23,9930.74,9921.97,9945.24,9897.45,8.08,,,,,,,
2017-03-24,9902.98,9914.12,9932.68,9892.31,-27.76,,,,,,,
2017-03-27,9876.77,9907.6,9917.85,9859.53,-26.21,,,,,,,
2017-03-28,9876.45,9909.99,9924.14,9799.28,-0.32,,,,,,,
2017-03-29,9856.25,9887.0,9906.76,9831.63,-20.2,,,,,,,
2017-03-30,9848.15,9869.28,9878.62,9836.33,-8.1,,,,,,,
2017-03-31,9811.52,9846.38,9869.65,9811.52,-36.63,,,,,,,
2017-04-05,9949.48,9856.44,9949.48,9856.44,137.96,,,,,,,
2017-04-06,9897.8,9946.66,9946.66,9879.85,-51.68,,,,,,,
2017-04-07,9873.37,9892.98,9900.88,9788.52,-24.43,,,,,,,
2017-04-10,9882.54,9880.29,9898.64,9859.03,9.17,,,,,,,
2017-04-11,9832.42,9881.53,9896.59,9820.41,-50.12,,,,,,,
2017-04-12,9817.68,9831.56,9837.19,9789.59,-14.74,,,,,,,
2017-04-13,9836.68,9808.83,9868.45,9800.8,19.0,,,,,,,
2017-04-14,9732.93,9806.15,9808.33,9730.94,-103.75,,,,,,,
2017-04-17,9716.4,9740.81,9762.47,9670.11,-16.53,,,,,,,
2017-04-18,9746.56,9735.76,9771.07,9727.26,30.16,,,,,,,
2017-04-19,9639.94,9725.39,9725.39,9631.64,-106.62,,,,,,,
2017-04-20,9632.69,9639.93,9664.24,9622.25,-7.25,,,,,,,
2017-04-21,9717.41,9657.05,9718.82,9657.05,84.72,,,,,,,
2017-04-24,9717.95,9742.91,9772.96,9683.7,0.54,,,,,,,
2017-04-25,9841.71,9737.82,9841.71,9737.82,123.76,,,,,,,
2017-04-26,9856.45,9859.11,9865.88,9827.47,14.74,,,,,,,
2017-04-27,9860.62,9859.45,9863.52,9823.85,4.17,,,,,,,
2017-04-28,9872.0,9868.38,9897.04,9845.84,11.38,,,,,,,
2017-05-02,9941.27,9926.44,9951.14,9925.75,69.27,,,,,,,
2017-05-03,9955.33,9957.62,9979.91,9937.99,14.06,,,,,,,
2017-05-04,9967.64,9962.73,9973.76,9938.96,12.31,,,,,,,
2017-05-05,9899.94,9954.94,9960.99,9899.94,-67.7,,,,,,,
2017-05-08,9937.25,9934.13,9964.86,9900.07,37.31,,,,,,,
2017-05-09,9915.48,9967.01,10001.94,9899.08,-21.77,,,,,,,
2017-05-10,9968.32,9935.22,9971.98,9932.17,52.84,,,,,,,
2017-05-11,10001.48,9968.51,10018.79,9964.3,33.16,,,,,,,
2017-05-12,9986.82,9981.77,10008.25,9961.37,-14.66,,,,,,,
2017-05-15,10036.82,9978.28,10036.82,9978.28,50.0,,,,,,,
2017-05-16,10031.49,10037.58,10058.59,9991.08,-5.33,,,,,,,
2017-05-17,10013.67,10019.62,10029.62,9967.97,-17.82,,,,,,,
2017-05-18,9969.45,9952.64,9969.45,9895.65,-44.22,,,,,,,
2017-05-19,9947.62,9970.4,9979.73,9947.14,-21.83,,,,,,,
2017-05-22,9997.26,9965.08,9997.26,9960.94,49.64,,,,,,,
2017-05-23,10007.84,9994.68,10038.2,9992.58,10.58,,,,,,,
